promo_id,game_id,season,game_date,promo_name,promo_category,promo_type,primary_promo_flag,sponsor_attached_flag,giveaway_flag,fireworks_flag,theme_night_flag,family_flag,dog_day_flag,jersey_auction_flag,expected_fan_segment,source_id,public_data_flag,notes
PROMO_00012,TP_2023_010,2023,2023-05-02,Ladies Night,weekly_promo,ladies_night,True,False,False,False,False,False,False,False,adult_social_fans,SRC_2023_WEEKLY_PROMOS,True,2023 Tuesday weekly promotion
PROMO_00013,TP_2023_012,2023,2023-05-04,Pregame Happy Hour,weekly_promo,happy_hour,True,False,False,False,False,False,False,False,adult_social_fans,SRC_2023_WEEKLY_PROMOS,True,2023 Thursday weekly promotion
PROMO_00014,TP_2023_012,2023,2023-05-04,Burgers and Buds Thursday,weekly_promo,concession_value_offer,False,False,False,False,False,False,False,False,concession_value_seekers,SRC_2023_WEEKLY_PROMOS,True,2023 Thursday concession offer
PROMO_00015,TP_2023_013,2023,2023-05-05,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,SRC_2023_WEEKLY_PROMOS,True,2023 Friday and Saturday fireworks
PROMO_00016,TP_2023_014,2023,2023-05-06,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,SRC_2023_WEEKLY_PROMOS,True,2023 Friday and Saturday fireworks
PROMO_00017,TP_2023_015,2023,2023-05-07,Kids Run The Bases,family,kids_run_bases,True,False,False,False,False,True,False,False,families,SRC_2023_WEEKLY_PROMOS,True,2023 Sunday weekly promotion
PROMO_00018,TP_2023_015,2023,2023-05-07,Military Sunday,community,military_recognition,False,False,False,False,False,False,False,False,military_families,SRC_2023_WEEKLY_PROMOS,True,2023 Sunday military recognition
PROMO_00019,TP_2023_016,2023,2023-05-16,Ladies Night,weekly_promo,ladies_night,True,False,False,False,False,False,False,False,adult_social_fans,SRC_2023_WEEKLY_PROMOS,True,2023 Tuesday weekly promotion
PROMO_00020,TP_2023_017,2023,2023-05-17,All You Can Eat Wednesday,weekly_promo,concession_value_offer,True,False,False,False,False,False,False,False,value_seekers,SRC_2023_WEEKLY_PROMOS,True,2023 Wednesday weekly promotion excluding Education Days
PROMO_00021,TP_2023_017,2023,2023-05-17,Dog Days,weekly_promo,dog_day,False,False,False,False,False,False,True,False,dog_owners,SRC_2023_WEEKLY_PROMOS,True,2023 Wednesday Dog Days excluding Education Days
