attendance_id,game_id,season,game_date,opponent,announced_attendance,attendance_source,attendance_match_status,actual_home_game_records,attendance_note,public_data_flag
ATT_TP_2024_002,TP_2024_002,2024,2024-04-10,Birmingham,2888,SRC_2024_TBC_GAME_LOG,matched,1,Exact date/opponent match to public game log,True
ATT_TP_2024_003,TP_2024_003,2024,2024-04-11,Birmingham,3148,SRC_2024_TBC_GAME_LOG,matched,1,Exact date/opponent match to public game log,True
ATT_TP_2024_004,TP_2024_004,2024,2024-04-12,Birmingham,4733,SRC_2024_TBC_GAME_LOG,matched,1,Exact date/opponent match to public game log,True
ATT_TP_2024_005,TP_2024_005,2024,2024-04-13,Birmingham,6180,SRC_2024_TBC_GAME_LOG,matched,2,Exact date/opponent match to public game log,True
ATT_TP_2024_006,TP_2024_006,2024,2024-04-14,Birmingham,4617,SRC_2024_TBC_GAME_LOG,matched,1,Exact date/opponent match to public game log,True
ATT_TP_2024_007,TP_2024_007,2024,2024-04-23,Tennessee,3640,SRC_2024_TBC_GAME_LOG,matched,1,Exact date/opponent match to public game log,True
ATT_TP_2024_008,TP_2024_008,2024,2024-04-24,Tennessee,5558,SRC_2024_TBC_GAME_LOG,matched,1,Exact date/opponent match to public game log,True
ATT_TP_2024_009,TP_2024_009,2024,2024-04-25,Tennessee,4248,SRC_2024_TBC_GAME_LOG,matched,1,Exact date/opponent match to public game log,True
ATT_TP_2024_010,TP_2024_010,2024,2024-04-26,Tennessee,6621,SRC_2024_TBC_GAME_LOG,matched,1,Exact date/opponent match to public game log,True
ATT_TP_2024_011,TP_2024_011,2024,2024-04-27,Tennessee,7065,SRC_2024_TBC_GAME_LOG,matched,1,Exact date/opponent match to public game log,True
ATT_TP_2024_012,TP_2024_012,2024,2024-04-28,Tennessee,4628,SRC_2024_TBC_GAME_LOG,matched,1,Exact date/opponent match to public game log,True
ATT_TP_2024_013,TP_2024_013,2024,2024-05-07,Mississippi,4085,SRC_2024_TBC_GAME_LOG,matched,1,Exact date/opponent match to public game log,True
ATT_TP_2024_014,TP_2024_014,2024,2024-05-08,Mississippi,6186,SRC_2024_TBC_GAME_LOG,matched,1,Exact date/opponent match to public game log,True
ATT_TP_2024_015,TP_2024_015,2024,2024-05-09,Mississippi,3640,SRC_2024_TBC_GAME_LOG,matched,1,Exact date/opponent match to public game log,True
ATT_TP_2024_016,TP_2024_016,2024,2024-05-10,Mississippi,6421,SRC_2024_TBC_GAME_LOG,matched,1,Exact date/opponent match to public game log,True
ATT_TP_2024_017,TP_2024_017,2024,2024-05-11,Mississippi,6668,SRC_2024_TBC_GAME_LOG,matched,1,Exact date/opponent match to public game log,True
ATT_TP_2024_018,TP_2024_018,2024,2024-05-12,Mississippi,4028,SRC_2024_TBC_GAME_LOG,matched,1,Exact date/opponent match to public game log,True
ATT_TP_2024_019,TP_2024_019,2024,2024-05-21,Montgomery,4289,SRC_2024_TBC_GAME_LOG,matched,1,Exact date/opponent match to public game log,True
ATT_TP_2024_020,TP_2024_020,2024,2024-05-22,Montgomery,3409,SRC_2024_TBC_GAME_LOG,matched,1,Exact date/opponent match to public game log,True
ATT_TP_2024_021,TP_2024_021,2024,2024-05-23,Montgomery,4136,SRC_2024_TBC_GAME_LOG,matched,1,Exact date/opponent match to public game log,True
ATT_TP_2024_022,TP_2024_022,2024,2024-05-24,Montgomery,4915,SRC_2024_TBC_GAME_LOG,matched,1,Exact date/opponent match to public game log,True
ATT_TP_2024_023,TP_2024_023,2024,2024-05-25,Montgomery,6227,SRC_2024_TBC_GAME_LOG,matched,1,Exact date/opponent match to public game log,True
ATT_TP_2024_024,TP_2024_024,2024,2024-05-26,Montgomery,3535,SRC_2024_TBC_GAME_LOG,matched,1,Exact date/opponent match to public game log,True
ATT_TP_2024_025,TP_2024_025,2024,2024-06-04,Chattanooga,3455,SRC_2024_TBC_GAME_LOG,matched,1,Exact date/opponent match to public game log,True
ATT_TP_2024_026,TP_2024_026,2024,2024-06-05,Chattanooga,3565,SRC_2024_TBC_GAME_LOG,matched,1,Exact date/opponent match to public game log,True
ATT_TP_2024_027,TP_2024_027,2024,2024-06-06,Chattanooga,3966,SRC_2024_TBC_GAME_LOG,matched,1,Exact date/opponent match to public game log,True
ATT_TP_2024_028,TP_2024_028,2024,2024-06-07,Chattanooga,5764,SRC_2024_TBC_GAME_LOG,matched,1,Exact date/opponent match to public game log,True
ATT_TP_2024_029,TP_2024_029,2024,2024-06-08,Chattanooga,6713,SRC_2024_TBC_GAME_LOG,matched,1,Exact date/opponent match to public game log,True
ATT_TP_2024_030,TP_2024_030,2024,2024-06-09,Chattanooga,4137,SRC_2024_TBC_GAME_LOG,matched,1,Exact date/opponent match to public game log,True
ATT_TP_2024_031,TP_2024_031,2024,2024-06-18,Biloxi,4255,SRC_2024_TBC_GAME_LOG,matched,1,Exact date/opponent match to public game log,True
ATT_TP_2024_032,TP_2024_032,2024,2024-06-19,Biloxi,3836,SRC_2024_TBC_GAME_LOG,matched,1,Exact date/opponent match to public game log,True
ATT_TP_2024_033,TP_2024_033,2024,2024-06-20,Biloxi,5506,SRC_2024_TBC_GAME_LOG,matched,1,Exact date/opponent match to public game log,True
ATT_TP_2024_034,TP_2024_034,2024,2024-06-21,Biloxi,6377,SRC_2024_TBC_GAME_LOG,matched,1,Exact date/opponent match to public game log,True
ATT_TP_2024_035,TP_2024_035,2024,2024-06-22,Biloxi,6038,SRC_2024_TBC_GAME_LOG,matched,1,Exact date/opponent match to public game log,True
ATT_TP_2024_036,TP_2024_036,2024,2024-06-23,Biloxi,3386,SRC_2024_TBC_GAME_LOG,matched,1,Exact date/opponent match to public game log,True
ATT_TP_2024_037,TP_2024_037,2024,2024-07-04,Birmingham,7500,SRC_2024_TBC_GAME_LOG,matched,1,Exact date/opponent match to public game log,True
ATT_TP_2024_038,TP_2024_038,2024,2024-07-05,Birmingham,6207,SRC_2024_TBC_GAME_LOG,matched,1,Exact date/opponent match to public game log,True
ATT_TP_2024_039,TP_2024_039,2024,2024-07-06,Birmingham,5636,SRC_2024_TBC_GAME_LOG,matched,1,Exact date/opponent match to public game log,True
ATT_TP_2024_040,TP_2024_040,2024,2024-07-09,Pensacola,3397,SRC_2024_TBC_GAME_LOG,matched,1,Exact date/opponent match to public game log,True
ATT_TP_2024_041,TP_2024_041,2024,2024-07-10,Pensacola,4065,SRC_2024_TBC_GAME_LOG,matched,1,Exact date/opponent match to public game log,True
ATT_TP_2024_042,TP_2024_042,2024,2024-07-11,Pensacola,3728,SRC_2024_TBC_GAME_LOG,matched,1,Exact date/opponent match to public game log,True
ATT_TP_2024_043,TP_2024_043,2024,2024-07-12,Pensacola,4388,SRC_2024_TBC_GAME_LOG,matched,1,Exact date/opponent match to public game log,True
ATT_TP_2024_044,TP_2024_044,2024,2024-07-13,Pensacola,4842,SRC_2024_TBC_GAME_LOG,matched,1,Exact date/opponent match to public game log,True
